bacs350,1,2020-08-24,1,Setup Django,https://unco.zoom.us/rec/play/uZclcOyprDM3HYWWuQSDCqAsW43seqKs0CYarKEFzUfkBnEEZwekYrcTYeTeiQFV5Wm-503yLFJQqR7n
bacs350,2,2020-08-26,1,Django Projects,https://unco.zoom.us/rec/play/7JAkIuiuqjI3H9eTswSDBPZ8W460L66sgyUWrvEFmhnjUSIKO1f1Z7RAZeVH--7AT_4B19n3dkr-3Xoq
bacs350,3,2020-08-28,1,Static Media,https://unco.zoom.us/rec/play/7JB_I-79qD03T4eXsQSDBvJ_W9TvK6qs0XAWrPYJnh60VSNQYQWmM7FEZGuj7LbIa1dHntpaHZvp7Ro
bacs350,4,2020-08-31,2,App Structure,https://unco.zoom.us/rec/play/ucZ7cuv8qjk3TtKd4QSDAvMvW9TuLKKsgCZPq6EMnxq8VXUKO1r1MLQRa7MPt-6YpB8eMVGxqG37V11N
bacs350,5,2020-09-02,2,Simple Template View,https://unco.zoom.us/rec/play/801-kiGCjttsGEk1HKQq1mp1pXCQjLTwV_S4wq1oqXy1kjI4TJ4fOQBJ9EcHq918AEsxHtdyhaW78dS-.2_wQ0dUjd6oISAWd
bacs350,6,2020-09-04,2,Static Server,https://unco.zoom.us/rec/play/TokmWGcU4CXfLXF96M9YATm3LglVEeI-sOwOeU9sDU3GKdBTSQvKJzbmwtzQD6lxhSDutES-EfCa8w0t.Dyk9vjfgx55ao6x7
bacs350,7,2020-09-09,3,Python Anywhere,https://unco.zoom.us/rec/play/M5OwlOmm4Vyn_hHpomTL7XpjhEgXGtAHGk4vNdCvpBs0BqNj6jRzyYsNt_hEBDF2aaLCH0b_qBD68ow.c4WCFgoCQkGYW3zP
bacs350,8,2020-09-11,3,URLs with Parameters,https://unco.zoom.us/rec/play/WpFxyeneLQGWWgkzUNVuUchpp8a1qNZfv-CzzNhSjux77dmRF_tVfyGVYauSKUQjab8AQz-O4420JkGy.N1PDlURIhnH3DfpK
bacs350,9,2020-09-14,4,Template Pages,https://unco.zoom.us/rec/play/x--eeppRkSrFq6lKQZm4diqUrrOOGPpDvOfKoTZxMTckS6wx2SVj1k3x9D89PnbXBPmoE4TQjm3lOWjo.tv5u0vx4tmWzHKLP
bacs350,10,2020-09-16,4,View Inheritance,https://unco.zoom.us/rec/play/Ka-X8zOEAL_qlzAohEiYCK1Q3cj7w2Iq9XaGkKYQXDU8HwmW6M4ItoyNfwd7HWk52hr89JPlR6S-6G3z.shxS-qEya6dy2QAX
bacs350,11,2020-09-18,4,Composite Views,https://unco.zoom.us/rec/play/H7jyIkLvqzlxOVsvT_qL1iCU_27AqXu6U-tfeMWFUcnUU-qZQub1unFUlPlcGbwtdCOwJNcfKio3Wa-b.Q_Pleyx5clJNagaO
